"Marca temporal","Selecciona tu plantel:","Selecciona tu sexo:","Mi edad:","Grado escolar que estudio:","¿Cómo es tu hogar?","Ademas de estudiar, ¿realizas algún trabajo?","¿Te sientes seguro/a en tu escuela?","Si requieres de ayuda, ¿cuentas con personas dispuestas a auxiliarte en tu escuela?","¿Te sientes seguro/a en tu casa?","Si requirieras ayuda en tu hogar, ¿cuentas con personas dispuestas a auxiliarte? ","En el último mes, has sentido de manera continua:","¿Te gustaría hablar con un profesional de la salud sobre alguna(s) de esta(s) emociones que has sentido?","¿Experimentas alguna situación emocional en tu vida que interfiera con la capacidad para trabajar, estudiar, dormir, comer y disfrutar de actividades?","¿Con qué frecuencia experimentas sensaciones de bienestar/seguridad/alegría en tu vida diaria?","¿De qué temas relacionados a la sana convivencia y salud mental te gustaría conocer más?","¿Haz tenido relaciones sexuales?","¿Estuviste de acuerdo en tener relaciones sexuales?","¿A qué edad tuviste tu primera relación sexual? ","La última vez que tuviste relaciones sexuales, ¿tu pareja o tú utilizaron condón o preservativo masculino o femenino?","¿Alguna vez ha sido diagnosticado con una enfermedad de transmisión sexual?","En los últimos 12 meses, ¿has tenido o sentido alguno de los siguientes síntomas? ","¿Existe algo relacionado a tu sexualidad que cause preocupación o estrés en tu vida?","De los siguientes temas, ¿cuál te gustaría conocer un poquito más?","En los últimos 12 meses, ¿participaste en alguna pelea con otros jóvenes?","Durante el mes pasado, ¿alguna vez tomaste alcohol como para sentirte borracho/a?","¿Tienes novio o novia?","¿Cuanto tiempo llevas en tu noviazgo","¿Como evaluas la relación con tu pareja?","Durante los últimos 12 meses, tu pareja intencionalmente ¿te golpeo, abofeteo, o te dañó físicamente de alguna manera?","¿Solicitaste ayuda, a alguien?","¿Alguna vez en tu vida, has consumido alguna droga?","Que sustencia has consumido:","Sientes que el consumo de alguna de las sustancias que has mencionado, ¿te ha causado algún problema en tu vida cotidiana?","¿Te gustaría hablar con un profesional de salud acerca de las adicciones?"
"2022/03/10 12:48:59 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Masculino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","No","Sí","No","Sí","Tristeza;Ansiedad;Enojo o rabia","Me gustaria hablar con un especialista","No","Pocas veces","Depresión y ansiedad","Sí","Sí","14","No","No","Dolor al orinar o ganas de orinar muy frecuentes;Goteo o secreción del pene","No","Enfermedades de transmisión sexual","Sí","Sí","No","","","","","No","","",""
"2022/03/10 12:49:19 p. m. GMT-5","CECyTE Plantel No. 21 - Oriente 6ta. sección","Masculino","15 ","Primer año (primer o segundo semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Nunca","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/10 12:49:37 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Femenino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Me gustaria hablar con un especialista","No","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Entre 1 y 2 años","8","No","No","No","","",""
"2022/03/10 12:50:47 p. m. GMT-5","CECyTE Plantel No. 21 - Oriente 6ta. sección","Masculino","16 años ","Segundo año (tercer o cuarto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","Sí","Sí","Sí","Sí","Ansiedad","Me gustaria hablar con un especialista","No","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","Sí","No","","","","","No","","",""
"2022/03/10 12:51:25 p. m. GMT-5","CECyTE Plantel No. 10 - Palo Mulato","Femenino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/10 12:53:38 p. m. GMT-5","CECyTE Plantel No. 21 - Oriente 6ta. sección","Masculino","16 años ","Segundo año (tercer o cuarto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","Sí","Sí","Sí","Sí","Ansiedad","No estoy interesado(a)","No","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","Sí","No","","","","","No","","",""
"2022/03/10 12:53:55 p. m. GMT-5","CECyTE Plantel No. 10 - Palo Mulato","Masculino","17","Tercer año (quinto o sexto semestre)","Sólo.","Sí","No","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Pocas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","Sí","Sí","Sí","Menos de 6 meses","6","No","No","No","","",""
"2022/03/10 12:56:17 p. m. GMT-5","CECyTE Plantel No. 07 - Heriberto Kehoe Vincent","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","No","Sí","No","Sí","Ansiedad","Me gustaria hablar con un especialista","No","Muchas veces","Depresión y ansiedad","Sí","Sí","15","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Entre 1 y 2 años","9","No","No","No","","",""
"2022/03/10 12:56:42 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Femenino","16 años ","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/10 12:57:01 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Femenino","15 años","Primer año (primer o segundo semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","Sí","Sí","Sí","Sí","No","Tristeza;Ansiedad;Enojo o rabia","Me gustaria hablar con un especialista","Si","Algunas veces","Depresión y ansiedad","Sí","Sí","15","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Nada,se todo.","Sí","Sí","Sí","Entre 6 meses y un año","8","No","No","Sí","Marihuana","No","No estoy interesado(a)"
"2022/03/10 12:57:57 p. m. GMT-5","CECyTE Plantel No. 21 - Oriente 6ta. sección","Masculino","17","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","No","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Me gustaria hablar con un especialista","Si","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","No","","","","","No","","",""
"2022/03/10 12:57:59 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Masculino","17 ","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/10 12:58:42 p. m. GMT-5","CECyTE Plantel No. 02 - Tacotapa","Masculino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/10 12:59:07 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Masculino","15","Primer año (primer o segundo semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","Ansiedad","No estoy interesado(a)","No","Muchas veces","Manejo de la frustración","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/10 12:59:10 p. m. GMT-5","CECyTE Plantel No. 02 - Tacotapa","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","No","Sí","Sí","Tristeza","No estoy interesado(a)","No","Pocas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","Sí","Entre 1 y 2 años","9","No","No","No","","",""
"2022/03/10 1:00:08 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Femenino","16","Segundo año (tercer o cuarto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","Sí","Sí","Sí","Sí","Ansiedad","No estoy interesado(a)","No","Algunas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/10 1:01:14 p. m. GMT-5","CECyTE Plantel No. 10 - Palo Mulato","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Pocas veces","Manejo de la frustración","Sí","Sí","16","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","Sí","Sí","Sí","Menos de 6 meses","7","No","No","No","","",""
"2022/03/10 1:01:49 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Masculino","17","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","Tristeza;Ansiedad","No estoy interesado(a)","Si","Muchas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","No","","","","","No","","",""
"2022/03/10 1:01:52 p. m. GMT-5","CECyTE Plantel No. 02 - Tacotapa","Masculino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/10 1:01:57 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Femenino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Me gustaria hablar con un especialista","No","Algunas veces","Depresión y ansiedad","Sí","Sí","16","Sí","No","Ninguna de las anteriores, me he sentido bien","Sí","Métodos anticonceptivos","No","No","Sí","Entre 6 meses y un año","10","No","No","No","","",""
"2022/03/10 1:02:32 p. m. GMT-5","CECyTE Plantel No. 21 - Oriente 6ta. sección","Femenino","17","Segundo año (tercer o cuarto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","Sí","No","Sí","Sí","Tristeza;Ansiedad","Me gustaria hablar con un especialista","No","Algunas veces","Depresión y ansiedad","Sí","Sí","A los 14 ","Sí","No","Ninguna de las anteriores, me he sentido bien","Sí","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/10 1:04:22 p. m. GMT-5","CECyTE Plantel No. 21 - Oriente 6ta. sección","Masculino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/10 1:05:04 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Masculino","15","Primer año (primer o segundo semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","Tristeza;Ansiedad","No estoy interesado(a)","No","Algunas veces","Manejo de la frustración","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/10 1:07:27 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Masculino","18","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","No","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Algunas veces","Buen trato y compañerismo","Sí","Sí","18","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Entre 1 y 2 años","10","No","No","No","","",""
"2022/03/10 1:08:22 p. m. GMT-5","CECyTE Plantel No. 21 - Oriente 6ta. sección","Femenino","16","Segundo año (tercer o cuarto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","Sí","Sí","Sí","No","Tristeza;Ansiedad","No estoy interesado(a)","Si","Pocas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","No","","","","","No","","",""
"2022/03/10 1:08:40 p. m. GMT-5","CECyTE Plantel No. 21 - Oriente 6ta. sección","Masculino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/10 1:09:38 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Masculino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","No","Sí","Sí","Enojo o rabia","No estoy interesado(a)","No","Algunas veces","Manejo de la frustración","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/10 1:09:41 p. m. GMT-5","CECyTE Plantel No. 16 - Río Seco","Femenino","16","Segundo año (tercer o cuarto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","Si","Pocas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
"2022/03/10 1:12:02 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Femenino","17","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","No estoy interesado(a)","No","Muchas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/10 1:12:08 p. m. GMT-5","CECyTE Plantel No. 16 - Río Seco","Masculino","16","Segundo año (tercer o cuarto semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien","Me gustaria hablar con un especialista","Si","Algunas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","Sí","Sexualidad plena y responsable","No","No","No","","","","","No","","",""
"2022/03/10 1:12:12 p. m. GMT-5","CECyTE Plantel No. 21 - Oriente 6ta. sección","Masculino","16","Primer año (primer o segundo semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","Ansiedad","No estoy interesado(a)","Si","Algunas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Menos de 6 meses","10","No","No","No","","",""
"2022/03/10 1:12:20 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Masculino","17","Tercer año (quinto o sexto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","Sí","Ansiedad","No estoy interesado(a)","No","Algunas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","No","","","","","No","","",""
"2022/03/10 1:14:39 p. m. GMT-5","CECyTE Plantel No. 16 - Río Seco","Femenino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","Sí","Sí","Sí","Sí","Sí","Ansiedad","Ya estoy llegando con un especialista","Si","Algunas veces","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Sexualidad plena y responsable","No","No","Sí","Menos de 6 meses","10","No","No","No","","",""
"2022/03/10 1:15:42 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Masculino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","No","Sí","Sí","No","Tristeza","No estoy interesado(a)","Si","Algunas veces","Depresión y ansiedad","Sí","Sí","12","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","Sí","Sí","Sí","Entre 1 y 2 años","9","No","No","No","","",""
"2022/03/10 1:16:42 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Masculino","16","Primer año (primer o segundo semestre)","Vivo con otros miembros de la familia (hermanos, tios, abuelos)","No","Sí","Sí","Sí","Sí","No, no he sentido nada, me siento muy bien;Estres por tanta tarea","No estoy interesado(a)","No","Pocas veces","Buen trato y compañerismo","Sí","Sí","15","Sí","No","Ninguna de las anteriores, me he sentido bien","No","Ninguna","Sí","No","No","","","","","No","","",""
"2022/03/10 1:18:04 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Femenino","18","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","No","No","Sí","Sí","Tristeza;Ansiedad","Me gustaria hablar con un especialista","No","Algunas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","Sí","Menos de 6 meses","9","No","No","No","","",""
"2022/03/10 1:18:51 p. m. GMT-5","CECyTE Plantel No. 16 - Río Seco","Femenino","16 ","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","Sí","Sí","No","No, no he sentido nada, me siento muy bien","Ya estoy llegando con un especialista","No","Nunca","Buen trato y compañerismo","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Métodos anticonceptivos","No","No","Sí","Entre 1 y 2 años","10","No","No","No","","",""
"2022/03/10 1:19:17 p. m. GMT-5","CECyTE Plantel No. 12 - Miguel Hidalgo","Femenino","16","Segundo año (tercer o cuarto semestre)","Vivo con mi padres o solo con alguno de ellos.","No","Sí","No","Sí","Sí","Tristeza","Me gustaria hablar con un especialista","Si","Algunas veces","Depresión y ansiedad","No","","","","","Ninguna de las anteriores, me he sentido bien","No","Enfermedades de transmisión sexual","No","No","No","","","","","No","","",""
